asset_id,hostname,classe,tipo_ativo,so_produto,criticidade,ambiente,status,app_produto,classe_encoded,criticidade_encoded,ambiente_encoded,qtd_cves_total,qtd_cves_aplicaveis,cvss_score_medio,cvss_score_max,cvss_score_std,qtd_critical,qtd_high,qtd_medium,qtd_low,pct_critical_high,qtd_cwes_distintos,pct_aplicaveis,PC1,PC2,PC3,cluster
ASSET-0088,SRVWEB-WIN-003,Servidor,Servidor Web,Linux,ALTA,Homologação,Em manutenção,curl,1,3,2,2673.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-4.479924876492856,-1.1152708174954782,0.720299728592262,2
ASSET-0089,SRVWEB-WIN-004,Servidor,Servidor Web,Red Hat Enterprise Linux 7,BAIXA,Desenvolvimento,Ativo,,1,1,1,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.439775003510965,-1.079675625060149,-0.9506538791783709,2
ASSET-0090,SRVWEB-WIN-005,Servidor,Servidor Web,Windows Server 2025,MÉDIA,Produção,Ativo,Junos OS,1,2,3,840.0,498.0,7.18,9.9,1.1,7.0,339.0,148.0,4.0,69.5,55.0,59.3,1.6333566929484022,0.546740680034327,1.0137738858139302,0
ASSET-0091,SRVWEB-WIN-006,Servidor,Servidor Web,Red Hat Enterprise Linux 9,BAIXA,Homologação,Em manutenção,Junos OS,1,1,2,241.0,9.0,5.91,7.5,0.89,0.0,1.0,8.0,0.0,11.1,9.0,3.7,-2.211953139084088,1.4019567478595336,-0.7484181106838954,1
ASSET-0092,SRVWEB-WIN-007,Servidor,Servidor Web,Windows Server 2022,BAIXA,Produção,Ativo,ColdFusion,1,1,3,761.0,74.0,7.54,9.8,0.95,5.0,54.0,15.0,0.0,79.7,26.0,9.7,-0.1420897990372986,2.002511994344217,0.1336597584028007,1
ASSET-0093,SRVWEB-WIN-008,Servidor,Servidor Web,Windows Server 2019,ALTA,Produção,Ativo,FortiOS,1,3,3,720.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,95.0,2.3983345107820924,-0.0864829723909761,1.541120721359705,0
ASSET-0094,SRVWEB-WIN-009,Servidor,Servidor Web,Windows Server 2022,ALTA,Desenvolvimento,Ativo,curl,1,3,1,728.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,97.8,2.5660830745260848,-0.2518963418127177,0.163438071865558,0
ASSET-0095,SRVWEB-WIN-010,Servidor,Servidor Web,Red Hat Enterprise Linux 9,MÉDIA,Desenvolvimento,Ativo,Oracle Java SE,1,2,1,191.0,10.0,6.5,8.6,1.58,0.0,5.0,5.0,0.0,50.0,1.0,5.2,-1.361027067112843,2.503529504265288,-1.2962449675165366,1
ASSET-0096,SRVWEB-WIN-011,Servidor,Servidor Web,Windows Server 2019,ALTA,Desenvolvimento,Ativo,Cisco IOS XE Software,1,3,1,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.667410787865684,-0.309928710560709,0.1982448656976374,0
ASSET-0097,SRVWEB-WIN-012,Servidor,Servidor Web,Windows Server 2022,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,726.0,721.0,7.23,9.9,1.17,8.0,478.0,230.0,5.0,67.4,65.0,99.3,2.6936173780542103,-0.221222580833378,0.6845674082525862,0
ASSET-0098,SRVWEB-WIN-013,Servidor,Servidor Web,Linux,CRÍTICA,Produção,Ativo,MySQL Server,1,4,3,2752.0,87.0,5.04,7.5,1.01,0.0,1.0,79.0,7.0,1.1,0.0,3.2,-2.4659159883033444,1.1926475114413526,1.3682579567543391,1
ASSET-0099,SRVWEB-WIN-014,Servidor,Servidor Web,Windows Server 2019,MÉDIA,Produção,Descomissionado,FortiWeb,1,2,3,700.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,97.7,2.45142101051381,-0.0895896835500411,1.0661070240073198,0
ASSET-0100,SRVWEB-WIN-015,Servidor,Servidor Web,Windows Server 2019,CRÍTICA,Homologação,Ativo,SAP NetWeaver Application Server for ABAP,1,4,2,691.0,691.0,7.23,9.9,1.19,8.0,456.0,222.0,5.0,67.1,64.0,100.0,2.5123469038425883,-0.224862732434849,1.3388363713159652,0
ASSET-0101,SRVWEB-WIN-016,Servidor,Servidor Web,Red Hat Enterprise Linux 7,MÉDIA,Desenvolvimento,Ativo,FortiOS,1,2,1,155.0,4.0,4.8,6.3,1.27,0.0,0.0,3.0,1.0,0.0,4.0,2.6,-2.49388167071082,1.3533648456520333,-1.0180960108939328,1
ASSET-0102,SRVWEB-WIN-017,Servidor,Servidor Web,Red Hat Enterprise Linux 8,MÉDIA,Produção,Ativo,,1,2,3,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.433472294142316,-1.0797125114073918,0.9801888935025374,2
ASSET-0103,SRVWEB-WIN-018,Servidor,Servidor Web,Windows Server 2019,CRÍTICA,Homologação,Em manutenção,ColdFusion,1,4,2,733.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,93.3,2.334320082290396,-0.1025928461316652,1.2844138427044902,0
ASSET-0104,SRVWEB-WIN-019,Servidor,Servidor Web,Linux,BAIXA,Produção,Ativo,ColdFusion,1,1,3,2706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.401947507020621,-1.058934696667371,0.5095480912680296,2
ASSET-0105,SRVWEB-WIN-020,Servidor,Servidor Web,Windows Server 2019,BAIXA,Produção,Ativo,Db2,1,1,3,698.0,689.0,7.23,9.9,1.18,7.0,456.0,221.0,5.0,67.2,63.0,98.7,2.505719846930936,-0.0933061401787977,0.6003144509677558,0
ASSET-0106,SRVWEB-WIN-021,Servidor,Servidor Web,Windows Server 2025,MÉDIA,Produção,Ativo,Cisco IOS XE Software,1,2,3,820.0,542.0,7.16,10.0,1.12,9.0,360.0,169.0,4.0,68.1,55.0,66.1,1.954949981133263,0.3327734150616713,1.1271907748161032,0
ASSET-0107,SRVWEB-WIN-022,Servidor,Servidor Web,Windows Server 2019,MÉDIA,Produção,Ativo,Db2,1,2,3,698.0,689.0,7.23,9.9,1.18,7.0,456.0,221.0,5.0,67.2,63.0,98.7,2.474195059809241,-0.1140839549188184,1.0709552532022637,0
ASSET-0108,SRVWEB-WIN-023,Servidor,Servidor Web,Linux,MÉDIA,Homologação,Ativo,FortiOS,1,2,2,2693.0,4.0,4.8,6.3,1.27,0.0,0.0,3.0,1.0,0.0,4.0,0.1,-2.494932471178632,1.385850611606835,-0.2839460487097353,1
ASSET-0109,SRVWEB-WIN-024,Servidor,Servidor Web,Red Hat Enterprise Linux 8,ALTA,Homologação,Ativo,FortiWeb,1,3,2,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.483910829509183,-1.1108607903438013,0.7207287105138449,2
ASSET-0110,SRVWEB-WIN-025,Servidor,Servidor Web,Windows Server 2025,ALTA,Produção,Ativo,FortiOS,1,3,3,812.0,498.0,7.18,9.9,1.1,7.0,339.0,148.0,4.0,69.5,55.0,61.3,1.6178035447970942,0.5082706238875759,1.4811755064796404,0
ASSET-0111,SRVWEB-WIN-026,Servidor,Servidor Web,Windows Server 2022,MÉDIA,Homologação,Ativo,SAP NetWeaver Application Server for ABAP,1,2,2,719.0,719.0,7.23,9.9,1.18,9.0,474.0,231.0,5.0,67.2,67.0,100.0,2.7586122437617737,-0.3032104060143487,0.4846089419955205,0
ASSET-0112,SRVWEB-WIN-027,Servidor,Servidor Web,Red Hat Enterprise Linux 9,ALTA,Homologação,Ativo,MySQL Server,1,3,2,272.0,88.0,5.03,7.5,1.0,0.0,1.0,80.0,7.0,1.1,1.0,32.4,-2.2137220964398328,0.9284666012720708,0.127466898103172,1
ASSET-0113,SRVWEB-WIN-028,Servidor,Servidor Web,Linux,CRÍTICA,Produção,Ativo,Oracle Java SE,1,4,3,2671.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,0.4,-1.4758289500573816,2.4188006687914427,1.1325514784955164,1
ASSET-0114,SRVWEB-WIN-029,Servidor,Servidor Web,Linux,MÉDIA,Produção,Ativo,curl,1,2,3,2673.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-4.429486341125989,-1.0841225385590687,0.9797599115809544,2
ASSET-0115,SRVWEB-WIN-030,Servidor,Servidor Web,Windows Server 2019,ALTA,Homologação,Ativo,Oracle Java SE,1,3,2,698.0,685.0,7.24,9.9,1.18,7.0,455.0,218.0,5.0,67.4,62.0,98.1,2.40417515410273,-0.1262479883865527,0.806094079075385,0
ASSET-0116,SRVFILE-WIN-001,Servidor,Servidor de Arquivos,Red Hat Enterprise Linux 8,MÉDIA,Homologação,Ativo,ColdFusion,1,2,2,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.452386042387488,-1.0900829756037806,0.2500879082793371,2
ASSET-0117,SRVFILE-WIN-002,Servidor,Servidor de Arquivos,Linux,ALTA,Produção,Ativo,SAP NetWeaver Application Server for ABAP,1,3,3,2664.0,7.0,6.26,9.6,1.9,1.0,1.0,5.0,0.0,28.6,4.0,0.3,-1.2600925718885267,2.661330665530128,0.6742876536619281,1
ASSET-0118,SRVFILE-WIN-003,Servidor,Servidor de Arquivos,Red Hat Enterprise Linux 7,MÉDIA,Produção,Descomissionado,FortiOS,1,2,3,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.433472294142316,-1.0797125114073918,0.9801888935025374,2
ASSET-0119,SRVFILE-WIN-004,Servidor,Servidor de Arquivos,Linux,ALTA,Produção,Ativo,curl,1,3,3,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464997081264011,-1.1004903261474124,1.450829695737045,2
ASSET-0120,SRVFILE-WIN-005,Servidor,Servidor de Arquivos,Linux,MÉDIA,Produção,Ativo,,1,2,3,2657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.433472294142316,-1.0797125114073918,0.9801888935025374,2
ASSET-0121,SRVFILE-WIN-006,Servidor,Servidor de Arquivos,Red Hat Enterprise Linux 9,ALTA,Desenvolvimento,Ativo,FortiOS,1,3,1,213.0,5.0,4.72,6.3,1.11,0.0,0.0,4.0,1.0,0.0,5.0,2.3,-2.6146645231341314,1.178209068233415,-0.5085240365780975,1
ASSET-0122,SRVFILE-WIN-007,Servidor,Servidor de Arquivos,Windows Server 2022,MÉDIA,Produção,Ativo,FortiOS,1,2,3,748.0,63.0,7.25,9.8,1.09,1.0,47.0,14.0,1.0,76.2,24.0,8.4,-0.5897816434092253,2.2613396460403097,0.3579945776952346,1
ASSET-0123,SRVFILE-WIN-008,Servidor,Servidor de Arquivos,Windows Server 2025,ALTA,Homologação,Ativo,FortiOS,1,3,2,812.0,778.0,7.22,9.9,1.15,10.0,522.0,241.0,5.0,68.4,73.0,95.8,2.996482935956078,-0.4954937905552039,1.0919884128196926,0
ASSET-0124,SRVFILE-WIN-009,Servidor,Servidor de Arquivos,Windows Server 2022,BAIXA,Homologação,Em manutenção,ColdFusion,1,1,2,761.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,93.6,2.614505955176834,-0.1628165411821538,-0.0409402660857819,0
ASSET-0125,SRVFILE-WIN-010,Servidor,Servidor de Arquivos,Windows Server 2022,MÉDIA,Produção,Ativo,FortiWeb,1,2,3,728.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,97.8,2.635435358138124,-0.2103775986799188,1.1529992400774507,0
ASSET-0126,SRVFILE-WIN-011,Servidor,Servidor de Arquivos,Windows Server 2025,MÉDIA,Desenvolvimento,Em manutenção,FortiOS,1,2,1,812.0,777.0,7.22,9.9,1.15,10.0,522.0,240.0,5.0,68.5,71.0,95.7,2.983863909803452,-0.4724769392139947,-0.1188107683587869,0
ASSET-0127,SRVFILE-WIN-012,Servidor,Servidor de Arquivos,Linux,CRÍTICA,Produção,Ativo,MySQL Server,1,4,3,2752.0,60.0,4.97,6.5,0.97,0.0,0.0,55.0,5.0,0.0,0.0,2.2,-2.640828920786721,1.0778530547296206,1.4057460604959893,1
ASSET-0128,SRVFILE-WIN-013,Servidor,Servidor de Arquivos,Red Hat Enterprise Linux 9,ALTA,Produção,Ativo,MySQL Server,1,3,3,272.0,10.0,4.9,6.5,0.62,0.0,0.0,10.0,0.0,0.0,1.0,3.7,-2.8442023099240754,0.8256365209297173,1.0116783530479634,2
ASSET-0129,SRVFILE-WIN-014,Servidor,Servidor de Arquivos,Windows Server 2025,ALTA,Desenvolvimento,Ativo,MySQL Server,1,3,1,871.0,585.0,6.86,9.9,1.33,7.0,340.0,227.0,11.0,59.3,55.0,67.2,1.7024146923707897,0.398944197588331,-0.0092678891779504,0
ASSET-0130,SRVFILE-WIN-015,Servidor,Servidor de Arquivos,Red Hat Enterprise Linux 8,BAIXA,Produção,Ativo,FortiWeb,1,1,3,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.401947507020621,-1.058934696667371,0.5095480912680296,2
ASSET-0131,SRVFILE-WIN-016,Servidor,Servidor de Arquivos,Windows Server 2019,ALTA,Homologação,Ativo,Cisco IOS XE Software,1,3,2,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.686324536110856,-0.29955824636432,0.9283458509208375,0
ASSET-0132,SRVFILE-WIN-017,Servidor,Servidor de Arquivos,Windows Server 2022,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,761.0,727.0,7.25,9.9,1.17,12.0,480.0,230.0,5.0,67.7,68.0,95.5,3.0471353804304755,-0.4182301064415856,1.3992471568165472,0
ASSET-0133,SRVFILE-WIN-018,Servidor,Servidor de Arquivos,Linux,ALTA,Produção,Ativo,MySQL Server,1,3,3,2752.0,9.0,4.96,6.5,0.63,0.0,0.0,9.0,0.0,0.0,0.0,0.3,-2.871518369589633,0.8799297869861235,1.0081658029224867,2
ASSET-0134,SRVWEB-LNX-001,Servidor,Servidor Web,Linux,MÉDIA,Desenvolvimento,Ativo,Oracle Java SE,1,2,1,2671.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.422769773612905,0.1489943915061439,-0.7573825533755651,2
ASSET-0135,SRVWEB-LNX-002,Servidor,Servidor Web,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,ColdFusion,1,3,3,228.0,15.0,8.01,9.1,1.15,4.0,7.0,4.0,0.0,73.3,8.0,6.6,-0.6454189261959268,2.3618586473002923,0.8664759080525957,1
ASSET-0136,SRVWEB-LNX-003,Servidor,Servidor Web,Linux,ALTA,Homologação,Em manutenção,SAP NetWeaver Application Server for ABAP,1,3,2,2664.0,7.0,6.26,9.6,1.9,1.0,1.0,5.0,0.0,28.6,4.0,0.3,-1.279006320133699,2.650960201333739,-0.0558133315612721,1
ASSET-0137,SRVWEB-LNX-004,Servidor,Servidor Web,Windows Server 2019,BAIXA,Produção,Ativo,Cisco IOS XE Software,1,1,3,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.7682878585994186,-0.2476321526878894,0.7171652316750224,0
ASSET-0138,SRVWEB-LNX-005,Servidor,Servidor Web,Red Hat Enterprise Linux 7,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,133.0,9.0,6.73,8.6,1.48,0.0,5.0,4.0,0.0,55.6,0.0,6.8,-1.260272062741146,2.53161989268912,-0.3135844881412585,1
ASSET-0139,SRVWEB-LNX-006,Servidor,Servidor Web,Linux,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,2706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.433472294142316,-1.0797125114073918,0.9801888935025374,2
ASSET-0140,SRVWEB-LNX-007,Servidor,Servidor Web,Red Hat Enterprise Linux 9,CRÍTICA,Desenvolvimento,Ativo,Oracle Java SE,1,4,1,191.0,10.0,6.5,8.6,1.58,0.0,5.0,5.0,0.0,50.0,1.0,5.2,-1.4240766413562331,2.4619738747852464,-0.3549633630475209,1
ASSET-0141,SRVWEB-LNX-008,Servidor,Servidor Web,Windows Server 2019,ALTA,Produção,Ativo,MySQL Server,1,3,3,779.0,693.0,7.21,9.9,1.2,7.0,455.0,226.0,5.0,66.7,62.0,89.0,2.359000407509228,-0.0378294424516644,1.5487469362752546,0
ASSET-0142,SRVWEB-LNX-009,Servidor,Servidor Web,Windows Server 2019,BAIXA,Produção,Ativo,SAP NetWeaver Application Server for ABAP,1,1,3,691.0,691.0,7.23,9.9,1.19,8.0,456.0,222.0,5.0,67.1,64.0,100.0,2.625835013452846,-0.1521588240183977,0.6570149498356426,0
ASSET-0143,SRVWEB-LNX-010,Servidor,Servidor Web,Windows Server 2019,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,698.0,693.0,7.24,9.9,1.18,7.0,460.0,221.0,5.0,67.4,62.0,99.3,2.5127122483599957,-0.0989358546174653,0.5969738753028283,0
ASSET-0144,SRVWEB-LNX-011,Servidor,Servidor Web,Windows Server 2019,CRÍTICA,Produção,Em manutenção,,1,4,3,684.0,350.0,7.27,9.9,1.08,5.0,247.0,95.0,3.0,72.0,50.0,51.2,0.9759676426622244,0.9725890811997716,1.7539874226255616,0
ASSET-0145,SRVWEB-LNX-012,Servidor,Servidor Web,Windows Server 2019,MÉDIA,Produção,Ativo,Cisco IOS XE Software,1,2,3,728.0,394.0,7.23,10.0,1.12,7.0,268.0,116.0,3.0,69.8,50.0,54.1,1.3297310396537825,0.842417351311487,0.9307935741401716,0
ASSET-0146,SRVWEB-LNX-013,Servidor,Servidor Web,Windows Server 2019,ALTA,Produção,Ativo,Db2,1,3,3,698.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,98.0,2.4222919692376728,-0.1130213345010714,1.536261949006508,0
ASSET-0147,SRVWEB-LNX-014,Servidor,Servidor Web,Windows Server 2022,BAIXA,Produção,Em manutenção,FortiWeb,1,1,3,728.0,59.0,7.42,9.8,0.86,1.0,47.0,11.0,0.0,81.4,21.0,8.1,-0.6546456946506691,2.173711942471258,-0.0985721238022243,1
ASSET-0148,SRVWEB-LNX-015,Servidor,Servidor Web,Red Hat Enterprise Linux 7,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,133.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,8.3,-1.3181666147592672,2.411249759454921,-0.292165695404758,1
ASSET-0149,SRVWEB-LNX-016,Servidor,Servidor Web,Windows Server 2025,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,825.0,791.0,7.24,9.9,1.15,14.0,529.0,243.0,5.0,68.6,74.0,95.9,3.453540050397216,-0.678941698082787,1.583323873663805,0
ASSET-0150,SRVWEB-LNX-017,Servidor,Servidor Web,Windows Server 2019,BAIXA,Homologação,Ativo,ColdFusion,1,1,2,733.0,350.0,7.27,9.9,1.08,5.0,247.0,95.0,3.0,72.0,50.0,47.7,1.02367788758396,1.055513483685223,-0.3823674015557657,1
ASSET-0151,SRVWEB-LNX-018,Servidor,Servidor Web,Red Hat Enterprise Linux 9,ALTA,Desenvolvimento,Ativo,Db2,1,3,1,191.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.5253740483656397,0.0146982800546349,-0.2593827015841329,2
ASSET-0152,SRVWEB-LNX-019,Servidor,Servidor Web,Windows Server 2022,MÉDIA,Produção,Ativo,Oracle Java SE,1,2,3,726.0,723.0,7.23,9.9,1.17,8.0,479.0,231.0,5.0,67.4,65.0,99.6,2.6683114772644085,-0.247924010141248,1.1554875150889292,0
ASSET-0153,SRVWEB-LNX-020,Servidor,Servidor Web,Windows Server 2019,ALTA,Produção,Ativo,Cisco IOS XE Software,1,3,3,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.7052382843560285,-0.289187782167931,1.658446836144038,0
ASSET-0154,SRVWEB-LNX-021,Servidor,Servidor Web,Red Hat Enterprise Linux 9,BAIXA,Produção,Em manutenção,Oracle Java SE,1,1,3,191.0,2.0,4.6,4.8,0.28,0.0,0.0,2.0,0.0,0.0,1.0,1.0,-3.1992873223702696,0.3858727761928726,0.1890352477251464,2
ASSET-0155,SRVWEB-LNX-022,Servidor,Servidor Web,Windows Server 2022,CRÍTICA,Produção,Em manutenção,FortiOS,1,4,3,748.0,59.0,7.42,9.8,0.86,1.0,47.0,11.0,0.0,81.4,21.0,7.9,-0.750817219912793,2.1131477223918687,1.3136742010581786,1
ASSET-0156,SRVWEB-LNX-023,Servidor,Servidor Web,Windows Server 2022,ALTA,Produção,Ativo,Junos OS,1,3,3,776.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,91.8,2.5559956541052675,-0.1780786891997492,1.6333575870183517,0
ASSET-0157,SRVWEB-LNX-024,Servidor,Servidor Web,Linux,MÉDIA,Desenvolvimento,Ativo,SAP NetWeaver Application Server ABAP,1,2,1,2662.0,4.0,6.25,8.5,1.72,0.0,1.0,3.0,0.0,25.0,3.0,0.2,-1.6173393745982303,2.4207650321971297,-1.2509363799669309,1
ASSET-0158,SRVWEB-LNX-025,Servidor,Servidor Web,Windows Server 2019,CRÍTICA,Homologação,Ativo,Oracle Java SE,1,4,2,698.0,695.0,7.23,9.9,1.18,7.0,461.0,222.0,5.0,67.3,62.0,99.6,2.403132389100051,-0.1799468007581372,1.2796139591861737,0
ASSET-0159,SRVWEB-LNX-026,Servidor,Servidor Web,Windows Server 2022,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,726.0,723.0,7.23,9.9,1.17,8.0,479.0,231.0,5.0,67.4,65.0,99.6,2.699836264386104,-0.2271461954012273,0.6848467128544216,0
ASSET-0160,SRVWEB-LNX-027,Servidor,Servidor Web,Linux,ALTA,Produção,Ativo,SAP NetWeaver Application Server for ABAP,1,3,3,2664.0,7.0,6.26,9.6,1.9,1.0,1.0,5.0,0.0,28.6,4.0,0.3,-1.2600925718885267,2.661330665530128,0.6742876536619281,1
ASSET-0161,SRVWEB-LNX-028,Servidor,Servidor Web,Windows Server 2022,MÉDIA,Produção,Ativo,Db2,1,2,3,726.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,98.1,2.637831103983682,-0.2130314348909284,1.152513362842131,0
ASSET-0162,SRVWEB-LNX-029,Servidor,Servidor Web,Windows Server 2025,ALTA,Produção,Ativo,MySQL Server,1,3,3,871.0,558.0,6.94,9.9,1.28,7.0,339.0,203.0,9.0,62.0,55.0,64.1,1.6956268374050416,0.470742276878889,1.4591742625735613,0
ASSET-0163,SRVWEB-LNX-030,Servidor,Servidor Web,Red Hat Enterprise Linux 8,ALTA,Homologação,Ativo,Junos OS,1,3,2,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.483910829509183,-1.1108607903438013,0.7207287105138449,2
ASSET-0164,SRVWEB-LNX-031,Servidor,Servidor Web,Red Hat Enterprise Linux 8,MÉDIA,Desenvolvimento,Ativo,,1,2,1,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.47129979063266,-1.1004534398001695,-0.4800130769438632,2
ASSET-0165,SRVWEB-LNX-032,Servidor,Servidor Web,Linux,MÉDIA,Desenvolvimento,Ativo,Cisco IOS XE Software,1,2,1,2701.0,44.0,6.96,10.0,1.36,2.0,21.0,21.0,0.0,52.3,0.0,1.6,-1.0682266443848434,2.4334072017948394,-1.1817026578267036,1
ASSET-0166,SRVWEB-LNX-033,Servidor,Servidor Web,Red Hat Enterprise Linux 9,BAIXA,Produção,Descomissionado,,1,1,3,177.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,-3.423698395683385,0.0761102258571179,0.2593757053148122,2
ASSET-0167,SRVWEB-LNX-034,Servidor,Servidor Web,Windows Server 2025,MÉDIA,Produção,Ativo,Oracle Java SE,1,2,3,790.0,787.0,7.22,9.9,1.15,10.0,528.0,244.0,5.0,68.4,71.0,99.6,3.0725859252979646,-0.5043007142427942,1.3400279862650484,0
ASSET-0168,SRVWEB-LNX-035,Servidor,Servidor Web,Windows Server 2025,MÉDIA,Produção,Descomissionado,MySQL Server,1,2,3,871.0,558.0,6.94,9.9,1.28,7.0,339.0,203.0,9.0,62.0,55.0,64.1,1.7271516245267369,0.4915200916189097,0.9885334603390536,0
ASSET-0169,SRVWEB-LNX-036,Servidor,Servidor Web,Red Hat Enterprise Linux 8,MÉDIA,Homologação,Ativo,SAP NetWeaver Application Server for ABAP,1,2,2,186.0,7.0,6.26,9.6,1.9,1.0,1.0,5.0,0.0,28.6,4.0,3.8,-1.2195311648138265,2.640776593611982,-0.532122701541176,1
ASSET-0170,SRVWEB-LNX-037,Servidor,Servidor Web,Red Hat Enterprise Linux 9,MÉDIA,Desenvolvimento,Ativo,,1,2,1,177.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,-3.493050679295425,0.0345914827243193,-0.7301854628970805,2
ASSET-0171,SRVWEB-LNX-038,Servidor,Servidor Web,Linux,MÉDIA,Produção,Em manutenção,Db2,1,2,3,2671.0,5.0,6.24,7.8,1.09,0.0,1.0,4.0,0.0,20.0,3.0,0.2,-2.0534406586838507,1.783134455070807,0.3549088403901037,1
ASSET-0172,SRVWEB-LNX-039,Servidor,Servidor Web,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,Oracle Java SE,1,3,3,193.0,9.0,6.73,8.6,1.48,0.0,5.0,4.0,0.0,55.6,0.0,4.7,-1.3400918579034429,2.508641116686145,0.6310982569749947,1
ASSET-0173,SRVWEB-LNX-040,Servidor,Servidor Web,Windows Server 2025,ALTA,Produção,Descomissionado,Oracle Java SE,1,3,3,790.0,787.0,7.22,9.9,1.15,10.0,528.0,244.0,5.0,68.4,71.0,99.6,3.0410611381762696,-0.525078528982815,1.810668788499556,0
ASSET-0174,SRVAPP-LNX-001,Servidor,Servidor de Aplicação,Windows Server 2025,ALTA,Homologação,Ativo,MySQL Server,1,3,2,871.0,585.0,6.86,9.9,1.33,7.0,340.0,227.0,11.0,59.3,55.0,67.2,1.721328440615962,0.40931466178472,0.7208330960452499,0
ASSET-0175,SRVAPP-LNX-002,Servidor,Servidor de Aplicação,Linux,ALTA,Homologação,Descomissionado,curl,1,3,2,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.483910829509183,-1.1108607903438013,0.7207287105138449,2
ASSET-0176,SRVAPP-LNX-003,Servidor,Servidor de Aplicação,Windows Server 2019,CRÍTICA,Produção,Ativo,ColdFusion,1,4,3,733.0,699.0,7.26,9.9,1.18,11.0,462.0,221.0,5.0,67.7,65.0,95.4,2.802382094544351,-0.336614397635378,2.253097187414245,0
ASSET-0177,SRVAPP-LNX-004,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,ALTA,Homologação,Em manutenção,curl,1,3,2,193.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.506460300120467,0.0250687442510239,0.4707182836390674,2
